iter	MAE
244	1.035534544
245	1.034658543
246	1.033727636
247	1.032691092
248	1.031721686
249	1.030695709
250	1.02975023
251	1.028884076
252	1.028091022
253	1.027350051
254	1.026314539
255	1.025565406
256	1.024822245
257	1.024016405
258	1.023173091
259	1.022347791
260	1.021687816
261	1.021022312
262	1.020336508
263	1.019067124
264	1.018411289
265	1.017560215
266	1.01693113
267	1.016362679
268	1.015675727
269	1.014736549
270	1.013861435
271	1.013157218
272	1.012519982
273	1.011991184
274	1.011413539
275	1.010734423
276	1.010100507
277	1.009451431
278	1.008860663
279	1.008126288
280	1.007377707
281	1.006503369
282	1.005581587
283	1.00497062
284	1.00441446
285	1.003888159
286	1.003371093
287	1.002442472
288	1.001597273
289	1.000958143
290	1.000389075
291	0.9997232344
292	0.9988884884
293	0.9981790243
294	0.9975660526
295	0.9967819267
296	0.9962584671
297	0.9957197307
298	0.9951351166
299	0.9942861389
300	0.9938459928
301	0.9933641756
302	0.9925269551
303	0.992008664
304	0.9916191138
305	0.9911746972
306	0.9907447327
307	0.9901798763
308	0.9897982774
309	0.9893705814
310	0.9886998918
311	0.988262026
312	0.987555876
313	0.9871009901
314	0.9865953082
315	0.9861812234
316	0.9857982578
317	0.9852867642
318	0.9847113381
319	0.9843511759
320	0.9840093498
321	0.9836802189
322	0.9833069041
323	0.9824587559
324	0.9820938565
325	0.9815428876
326	0.9810735866
327	0.9802869859
328	0.9799538912
329	0.9793509173
330	0.9789766371
331	0.9784208472
332	0.9781357503
333	0.9778249427
334	0.9772629409
335	0.9768152339
336	0.9763418253
337	0.9758512214
338	0.9752841397
339	0.9745463159
340	0.9742005707
341	0.9735285038
342	0.9731514497
343	0.9727936566
344	0.9723006544
345	0.9717997643
346	0.9715457692
347	0.9711290679
348	0.9705900335
349	0.9701694577
350	0.9698755256
351	0.9694332188
352	0.9691817351
353	0.9687579175
354	0.9684694189
355	0.9681584311
356	0.96761606
357	0.9672653197
358	0.9670035075
359	0.9664562223
360	0.9661090681
361	0.9656134446
362	0.9653858948
363	0.9650712691
364	0.9648329932
365	0.9645879659
366	0.9641646011
367	0.9638265065
368	0.9633861911
369	0.9629787366
370	0.9628011766
371	0.9625145993
372	0.9622579244
373	0.9619264719
374	0.9614409052
375	0.9610656918
376	0.960826043
377	0.9604671607
378	0.9601786562
379	0.9596946157
380	0.959556237
381	0.9590784892
382	0.9588015264
383	0.9585080117
384	0.9583354613
385	0.9580401802
386	0.9579215898
387	0.9576771372
388	0.9574551226
389	0.957335528
390	0.9571050818
391	0.956833791
392	0.9565916237
393	0.9563278864
394	0.9560647131
395	0.9557243312
396	0.9554144841
397	0.9551610795
398	0.9550202695
399	0.9549034705
400	0.9546749861
401	0.9544129574
402	0.9541477146
403	0.9539996845
404	0.9538053494
405	0.953590478
406	0.9534302856
407	0.9533012196
408	0.9531310735
409	0.9528871158
410	0.9527213234
411	0.9526278064
412	0.9524399692
413	0.9523489745
414	0.9522056357
415	0.9519524574
416	0.9518489938
417	0.9517763669
418	0.9515205443
419	0.9513579824
420	0.9511936759
421	0.9510299746
422	0.9507948777
423	0.9506667581
424	0.9505673921
425	0.9503741491
426	0.9501331139
427	0.9500376147
428	0.9497995717
429	0.9495549222
430	0.9494548056
431	0.949159008
432	0.9489995788
433	0.9488954803
434	0.9486897132
435	0.9485537524
436	0.948413556
437	0.9482732645
438	0.9481911476
439	0.9481088148
440	0.9480135422
441	0.9479088606
442	0.9477859278
443	0.9476937773
444	0.9475543223
445	0.9474045107
446	0.9473202867
447	0.9472038107
448	0.9470751326
449	0.9469618925
450	0.9468069784
451	0.94675866
452	0.9466521079
453	0.9465715721
454	0.9464935467
455	0.9463742829
456	0.946298749
457	0.9461432756
458	0.9460156139
459	0.9459132915
460	0.9456135913
461	0.9454353824
462	0.9451956487
463	0.9450438804
464	0.9449212252
465	0.9448371354
466	0.9446644701
467	0.9445960247
468	0.9445157869
469	0.9443903562
470	0.944311831
471	0.9441928381
472	0.9441048991
473	0.9440413178
474	0.943972405
475	0.9438490466
476	0.9437640469
477	0.9436662566
478	0.9435967491
479	0.9435345268
480	0.9434810393
481	0.9433656234
482	0.9432548418
483	0.9431654138
484	0.9430974972
485	0.9428916738
486	0.9428335638
487	0.9427553482
488	0.942632162
489	0.9423640328
490	0.9422909397
491	0.9422428661
492	0.9421511274
493	0.9417967281
494	0.9415478528
495	0.9414171176
496	0.9411236303
497	0.9410536751
498	0.9409377781
499	0.9408320308
500	0.9407823119
501	0.9407580962
502	0.9406483016
503	0.9405843606
504	0.9405389771
505	0.9404500262
506	0.9403262432
507	0.9402724585
508	0.9402380896
509	0.9401272271
510	0.9400029026
511	0.9399228628
512	0.9397994027
513	0.9396814065
514	0.9396091271
515	0.9395530006
516	0.9393566726
517	0.9393269719
518	0.9390348014
519	0.9389673316
520	0.9389282713
521	0.9387779229
522	0.9386962221
523	0.9385311059
524	0.9384527272
525	0.9383717971
526	0.938172008
527	0.9381103359
528	0.9380574301
529	0.9379896893
530	0.9379299143
531	0.9378727566
532	0.9377780833
533	0.9377322323
534	0.9376741496
535	0.9376193924
536	0.9376085938
537	0.9374666522
538	0.9374128524
539	0.9373561708
540	0.9372853196
541	0.9372334573
542	0.9371192584
543	0.9369905191
544	0.9369197941
545	0.9368056961
546	0.9367107078
547	0.936626814
548	0.9365691703
549	0.9365040653
550	0.9364758252
551	0.9364373313
552	0.9363544391
553	0.9361748063
554	0.9361434046
555	0.9360993303
556	0.9360270309
557	0.9359777287
558	0.9359315056
559	0.9358824103
560	0.9358101911
561	0.935751069
562	0.9357031668
563	0.9356149017
564	0.9355635598
565	0.9354854553
566	0.9354050138
567	0.9353707826
568	0.9352676403
569	0.9352224295
570	0.9351600388
571	0.9351212844
572	0.9350744289
573	0.9349403407
574	0.9349039828
575	0.9348528829
576	0.9347871275
577	0.9347358082
578	0.9345336884
579	0.9344868161
580	0.9344495626
581	0.9343206993
582	0.9342575129
583	0.9341970943
584	0.9341316226
585	0.9339487712
586	0.9339077786
587	0.9338831099
588	0.9338431746
589	0.9337252177
590	0.9336981643
591	0.9336741262
592	0.9335874149
593	0.9334708605
594	0.9333497014
595	0.9333137464
596	0.9332650944
597	0.9331426449
598	0.9330890287
599	0.93290232
600	0.9328352104
601	0.9327842091
602	0.9326253785
603	0.932568643
604	0.9324859871
605	0.9323567966
606	0.9322373144
607	0.9321565489
608	0.9319588522
609	0.9318583524
610	0.9317350626
611	0.9316851507
612	0.9316118364
613	0.9315615401
614	0.9313999782
615	0.9312727845
616	0.9312467002
617	0.931225307
618	0.9310524792
619	0.9309813461
620	0.9309191647
621	0.9306947962
622	0.9305544049
623	0.9305294678
624	0.930364039
625	0.9302776949
626	0.9302036875
627	0.9300907431
628	0.9300645929
629	0.9300018121
630	0.9299309494
631	0.9298615706
632	0.9298102864
633	0.929579168
634	0.9295178005
635	0.92944376
636	0.9293329772
637	0.9292492684
638	0.92913001
639	0.9289619222
640	0.9289164552
641	0.9288380191
642	0.9286173223
643	0.9285012662
644	0.9284653047
645	0.9283134154
646	0.9281754088
647	0.9281321724
648	0.9279758745
649	0.9279633299
650	0.9278696454
651	0.927760955
652	0.927673468
653	0.9275991913
654	0.9274600349
655	0.9273442253
656	0.9273074208
657	0.9272296567
658	0.9271870056
659	0.9271157276
660	0.9269375279
661	0.9268675479
662	0.9267861558
663	0.9267320722
664	0.9266914918
665	0.926620938
666	0.9265553732
667	0.9264741274
668	0.9263626873
669	0.9263043435
670	0.9261772086
671	0.9260009028
672	0.9259722987
673	0.9258440437
674	0.9258186719
675	0.9257884082
676	0.92561136
677	0.9255578279
678	0.9253124308
679	0.9252829314
680	0.9252165875
681	0.925091352
682	0.9250474865
683	0.9250100653
684	0.9248829061
685	0.9248336712
686	0.924631154
687	0.9243571531
688	0.9241775495
689	0.924109578
690	0.924050626
691	0.9240064821
692	0.9239531809
693	0.9238601987
694	0.923777162
695	0.9236613512
696	0.9236250413
697	0.9235904405
698	0.923425778
699	0.9232960865
700	0.9232061992
701	0.9231559829
702	0.9231052048
703	0.923041275
704	0.9229457092
705	0.9229014165
706	0.922823027
707	0.9227127358
708	0.9223243948
709	0.922251058
710	0.922209664
711	0.9220373858
712	0.9217995695
713	0.9217101982
714	0.9216571349
715	0.9215864856
716	0.9215114327
717	0.9213714787
718	0.9213092027
719	0.9212483115
720	0.9211470415
721	0.9209594247
722	0.9208187658
723	0.9206833975
724	0.9206400904
725	0.9203604492
726	0.9202482817
727	0.9201856119
728	0.9201417891
729	0.9200851617
730	0.9199421527
731	0.9198875004
732	0.9197905859
733	0.919567746
734	0.91951281
735	0.9194641068
736	0.9194206536
737	0.9194032698
738	0.9193055701
739	0.9190702414
740	0.9189382133
741	0.9188255593
742	0.9185946903
743	0.9185425584
744	0.9185151483
745	0.9184040109
746	0.918332057
747	0.9183121276
748	0.9182503977
749	0.9181694346
750	0.9180866491
751	0.9180541951
752	0.9178941445
753	0.9177653237
754	0.9175314052
755	0.9174599339
756	0.9174093659
757	0.9173667848
758	0.9172997623
759	0.9171404993
760	0.9168863632
761	0.9166631771
762	0.916628826
763	0.9164721589
764	0.9162281109
765	0.9161579424
766	0.9160970856
767	0.916064447
768	0.9159638309
769	0.9159112112
770	0.9158688418
771	0.9158066603
772	0.9157608868
773	0.9156249719
774	0.9155746569
775	0.9153121339
776	0.9152700851
777	0.9151009814
778	0.9149500145
779	0.9148807242
780	0.914850873
781	0.9147587325
782	0.9146101004
783	0.9144884997
784	0.9144422267
785	0.9143547723
786	0.914164587
787	0.9140197486
788	0.9138350355
789	0.9136611463
790	0.9135052567
791	0.9132594343
792	0.9131442007
793	0.9129301935
794	0.9128430008
795	0.9127843733
796	0.9125962827
797	0.9123136347
798	0.9121598626
799	0.9120829725
800	0.9118903298
801	0.9118252805
802	0.9117755687
803	0.9116463146
804	0.9115486774
805	0.9115144232
806	0.9114849058
807	0.9112888275
808	0.9112322139
809	0.9111480287
810	0.9108215256
811	0.9107639187
812	0.9106993083
813	0.9106461412
814	0.910518798
815	0.9104680167
816	0.9103234092
817	0.9102822769
818	0.9102348308
819	0.9101313105
820	0.9099836673
821	0.9097523283
822	0.9095246027
823	0.9093112833
824	0.9092760719
825	0.9092277054
826	0.9091178935
827	0.9088293493
828	0.9088147397
829	0.9086406033
830	0.9084651538
831	0.9082693501
832	0.9081839207
833	0.9081433053
834	0.9081085685
835	0.9080703355
836	0.9080255664
837	0.9079180233
838	0.9077692424
839	0.9077184372
840	0.9076398346
841	0.9075804465
842	0.9075162246
843	0.9074618005
844	0.9073763983
845	0.9073132884
846	0.9072703479
847	0.9070459053
848	0.906972062
849	0.9068386243
850	0.9066076809
851	0.9065709065
852	0.9065037142
853	0.9064511098
854	0.9063935368
855	0.9063360342
856	0.9063165131
857	0.9062076642
858	0.9061816521
859	0.9060748771
860	0.9060379041
861	0.90597792
862	0.9057716746
863	0.9057413224
864	0.905546563
865	0.9055166589
866	0.9054090327
867	0.9053564914
868	0.9052088798
869	0.9051680369
870	0.9051074674
871	0.9049254098
872	0.9047918534
873	0.9046023056
874	0.9043379901
875	0.9042747266
876	0.9042493644
877	0.9041081445
878	0.9039167521
879	0.9037460862
880	0.9036497399
881	0.9035673004
882	0.9034657783
883	0.9033248701
884	0.9032982962
885	0.9031362575
886	0.9029578991
887	0.9029094948
888	0.9028341585
889	0.9027833109
890	0.9027625576
891	0.902561471
892	0.9024623935
893	0.9024098749
894	0.9023492328
895	0.9020251943
896	0.9019644681
897	0.9018048133
898	0.9016806378
899	0.9015563554
900	0.901525865
901	0.901504105
902	0.9012956985
903	0.9012266574
904	0.9010975486
905	0.900981788
906	0.9007958798
907	0.9005972147
908	0.9005199399
909	0.9004589456
910	0.9004013699
911	0.9002997872
912	0.9002425127
913	0.8999510899
914	0.8997012467
915	0.8996589199
916	0.8996165259
917	0.8995368371
918	0.8995167633
919	0.8994245279
920	0.8993465775
921	0.899158903
922	0.8990830473
923	0.8990470452
924	0.8990049162
925	0.8989602156
926	0.898745926
927	0.898615979
928	0.8985677613
929	0.8985166171
930	0.898480144
931	0.8984586807
932	0.8982148625
933	0.8981489722
934	0.8980997103
935	0.8980011327
936	0.8979794605
937	0.8977505872
938	0.8976702412
939	0.8976193337
940	0.8975774663
941	0.8975106183
942	0.8974773438
943	0.897325638
944	0.8972258218
945	0.897127385
946	0.8970713022
947	0.8970333979
948	0.8969265186
949	0.896896777
950	0.8967407366
951	0.8966766136
952	0.8966487476
953	0.8966224635
954	0.8965846632
955	0.8964456609
956	0.8962888694
957	0.8962288446
958	0.8961899559
959	0.8960884397
960	0.8960305472
961	0.8959601476
962	0.8959285831
963	0.8958877496
964	0.895834872
965	0.895678
966	0.8956424978
967	0.89558369
968	0.8955651207
969	0.8955097659
970	0.8954719364
971	0.8954098773
972	0.8953519504
973	0.8953247067
974	0.8952184523
975	0.8951237657
976	0.8950727851
977	0.8949858123
978	0.8948818516
979	0.8947694306
980	0.8946762893
981	0.8945834008
982	0.8944369637
983	0.8943542378
984	0.8942778571
985	0.8942565593
986	0.89417062
987	0.8939974657
988	0.8939544404
989	0.8939248323
990	0.8938398863
991	0.893783884
992	0.8937425789
993	0.8936667934
994	0.89363166
995	0.8934834671
996	0.8934292772
997	0.8933875382
998	0.8931671042
999	0.8931293234
1000	0.8930735862
1001	0.8929791596
1002	0.8929651818
1003	0.892793634
1004	0.8926969177
1005	0.892608254
1006	0.8925467938
1007	0.8924960287
1008	0.8924581931
1009	0.8924218231
1010	0.8923197109
1011	0.8922690375
1012	0.8922337899
1013	0.8920883093
1014	0.8920255269
1015	0.8920058999
1016	0.8919682976
1017	0.891864997
1018	0.8918282065
1019	0.8917507823
1020	0.8917162227
1021	0.8916480653
1022	0.8915752069
1023	0.8915164087
1024	0.8914411878
1025	0.8913113764
1026	0.8912105452
1027	0.8911730716
1028	0.8911164594
1029	0.8909197446
1030	0.890831455
1031	0.8907516387
1032	0.8906764495
1033	0.8906133744
1034	0.890471389
1035	0.8904210287
1036	0.8902410497
1037	0.8902235273
1038	0.8902088376
1039	0.8900710732
1040	0.8899600513
1041	0.8899088063
1042	0.8897955367
1043	0.8896809591
1044	0.8896561891
1045	0.8895842678
1046	0.8895624896
1047	0.8894950884
1048	0.8893737501
1049	0.8893521269
1050	0.8893043398
1051	0.889261006
1052	0.889222301
1053	0.8891567399
1054	0.8891282053
1055	0.8890219202
1056	0.8889633766
1057	0.8889165752
1058	0.8888982228
1059	0.8888639052
1060	0.8887735062
1061	0.8887391884
1062	0.8886991829
1063	0.8886327033
1064	0.88856828
1065	0.888534449
1066	0.888413478
1067	0.8883425646
1068	0.8882734515
1069	0.8882394553
1070	0.8881894391
1071	0.888146899
1072	0.8881185514
1073	0.8880430952
1074	0.8880034342
1075	0.8879065242
1076	0.8878456173
1077	0.8878135302
1078	0.8877466831
1079	0.8877201812
1080	0.8875941341
1081	0.8875389861
1082	0.8874730869
1083	0.8873273382
1084	0.8872782208
1085	0.8870880708
1086	0.8870597694
1087	0.8869428551
1088	0.8869116033
1089	0.8868896046
1090	0.8867923386
1091	0.8867223893
1092	0.8866873103
1093	0.8866499311
1094	0.886617782
1095	0.8865665071
1096	0.8865404765
1097	0.8864618402
1098	0.8864410942
1099	0.8863359911
1100	0.8863023491
1101	0.8862869664
1102	0.8861865907
1103	0.8861734575
1104	0.886078142
1105	0.8860267102
1106	0.885992448
1107	0.8858830057
1108	0.8858512174
1109	0.8858219774
1110	0.8857584689
1111	0.8856645485
1112	0.8855833457
1113	0.8854611984
1114	0.8853925366
1115	0.8853642104
1116	0.8853321787
1117	0.8852722257
1118	0.8851389507
1119	0.8851019948
1120	0.8850829221
1121	0.8849216987
1122	0.8848325091
1123	0.8848103493
1124	0.8847742472
1125	0.8847365831
1126	0.8846999668
1127	0.8846644977
1128	0.884611542
1129	0.8845704318
1130	0.8843588588
1131	0.8842686719
1132	0.8842518994
1133	0.8842175133
1134	0.8840397789
1135	0.8838862769
1136	0.8838500806
1137	0.8836250237
1138	0.883578779
1139	0.8835124171
1140	0.8834775109
1141	0.8834504573
1142	0.8833978661
1143	0.8832623896
1144	0.883221481
1145	0.883193948
1146	0.8831682435
1147	0.8831371717
1148	0.8830205997
1149	0.8829045804
1150	0.8828755595
1151	0.8828527427
1152	0.8827825765
1153	0.8826257563
1154	0.8826038813
1155	0.8824463887
1156	0.8823631053
1157	0.8823167725
1158	0.8823033174
1159	0.8822722138
1160	0.8822548721
1161	0.8822271419
1162	0.8821202667
1163	0.8821028834
1164	0.8820641571
1165	0.8820423737
1166	0.8820261077
1167	0.8819305865
1168	0.8819029816
1169	0.8818812793
1170	0.8817667975
1171	0.8817228281
1172	0.881701712
1173	0.8816601738
1174	0.8816289798
1175	0.8815996001
1176	0.8815669612
1177	0.8815177113
1178	0.8814562153
1179	0.8814400573
1180	0.8814085066
1181	0.8813712929
1182	0.8813387894
1183	0.8812504796
1184	0.8812296163
1185	0.881208877
1186	0.881179016
1187	0.8811638292
1188	0.8811400309
1189	0.8811113193
1190	0.8810781163
1191	0.8809822739
1192	0.8808422314
1193	0.8807931776
1194	0.8806427692
1195	0.8804740788
1196	0.8804142973
1197	0.8803816587
1198	0.8803440213
1199	0.8802668686
1200	0.8801946396
1201	0.880145504
1202	0.880044403
1203	0.8800065493
1204	0.8798828786
1205	0.8798553829
1206	0.8796967094
1207	0.8796430836
1208	0.8795700591
1209	0.8795029525
1210	0.8794130483
1211	0.8793185944
1212	0.8792477907
1213	0.8791645235
1214	0.8790856756
1215	0.8790559919
1216	0.878924315
1217	0.8788739969
1218	0.8788025405
1219	0.8787248967
1220	0.8786882265
1221	0.8786503681
1222	0.8785596968
1223	0.8783806074
1224	0.8783072563
1225	0.8782562194
1226	0.8781902272
1227	0.8781582108
1228	0.8781356506
1229	0.8780456601
1230	0.8779935557
1231	0.8779115238
1232	0.8778785673
1233	0.8778452013
1234	0.8778101672
1235	0.8777909315
1236	0.8777494207
1237	0.8777123062
1238	0.8775725618
1239	0.877517867
1240	0.8774454441
1241	0.8774292426
1242	0.8773498371
1243	0.8773058516
1244	0.8772001644
1245	0.8770863924
1246	0.8770097755
1247	0.8769686029
1248	0.8769281086
1249	0.8769050996
1250	0.8768525877
1251	0.8768351741
1252	0.8767335814
1253	0.8766349338
1254	0.8766010044
1255	0.8765840536
1256	0.8765638105
1257	0.8765389586
1258	0.8765059052
1259	0.876495522
1260	0.8763516241
1261	0.8762623704
1262	0.8762096396
1263	0.8761205665
1264	0.8760896943
1265	0.876062186
1266	0.8760160517
1267	0.8759515594
1268	0.8759101069
1269	0.8758013175
1270	0.8757628527
1271	0.8757214179
1272	0.8755900322
1273	0.8755652944
1274	0.8754967409
1275	0.8754556432
1276	0.8753971371
1277	0.8753252223
1278	0.8753168887
1279	0.875268351
1280	0.8752331355
1281	0.8751917571
1282	0.8751346445
1283	0.8750154646
1284	0.8749862868
1285	0.8749617214
1286	0.8749557456
1287	0.8747075066
1288	0.8746045283
1289	0.8745242966
1290	0.8744981471
1291	0.87447507
1292	0.8743602347
1293	0.8743303983
1294	0.8741379795
1295	0.8740440798
1296	0.8740156128
1297	0.8739969023
1298	0.8739766272
1299	0.8739521658
1300	0.8739137427
1301	0.8738911258
1302	0.8738671631
1303	0.8737950352
1304	0.8737140575
1305	0.8736149803
1306	0.8735659926
1307	0.8735346565
1308	0.8734665055
1309	0.8734177911
1310	0.8732924645
1311	0.8732620406
1312	0.8731646038
1313	0.8730886796
1314	0.8730561705
1315	0.8730463582
1316	0.8730341544
1317	0.8730057059
1318	0.8729216716
1319	0.872881736
1320	0.872833502
1321	0.8726678718
1322	0.8726339979
1323	0.8725909703
1324	0.87257092
1325	0.8724875585
1326	0.872436709
1327	0.8723887779
1328	0.8723230228
1329	0.8722186856
1330	0.8721154343
1331	0.8720655393
1332	0.8720306357
1333	0.8718838724
1334	0.8718515045
1335	0.871814926
1336	0.8717944109
1337	0.8717820411
1338	0.8717272258
1339	0.8716713856
1340	0.8715325085
1341	0.8714738649
1342	0.8713748524
1343	0.8713587139
1344	0.8713490356
1345	0.871326335
1346	0.8710129057
1347	0.8709890029
1348	0.8709533508
1349	0.8709278113
1350	0.8708747954
1351	0.8708173792
1352	0.8707397799
1353	0.8707059325
1354	0.8706200524
1355	0.8705717074
1356	0.8705013755
1357	0.8704197351
1358	0.8703704564
1359	0.8702414322
1360	0.8701929313
1361	0.8701750812
1362	0.8700977567
1363	0.870081416
1364	0.8699266864
1365	0.8698895482
1366	0.8698093395
1367	0.8697262502
1368	0.8696150738
1369	0.8695626747
1370	0.8695517729
1371	0.8695359796
1372	0.8695148693
1373	0.8694442407
1374	0.869352864
1375	0.8692872514
1376	0.8692203082
1377	0.8691999518
1378	0.8691429682
1379	0.8690794729
1380	0.8689458015
1381	0.8689270221
1382	0.8688991608
1383	0.8688717898
1384	0.8686613021
1385	0.8686314664
1386	0.8685953968
1387	0.8685807838
1388	0.8685612337
1389	0.8684601215
1390	0.8683741765
1391	0.8682927722
1392	0.8682215618
1393	0.8682014129
1394	0.8681083882
1395	0.8680778002
1396	0.8680546968
1397	0.8680200261
1398	0.8679189746
1399	0.8678909468
1400	0.8678819847
1401	0.8678178617
1402	0.8677826517
1403	0.8677622286
1404	0.8677186808
1405	0.8677062382
1406	0.8676443181
1407	0.8675794463
1408	0.8675433418
1409	0.8673955191
1410	0.8673613633
1411	0.867334859
1412	0.8672617052
1413	0.867211704
1414	0.867195592
1415	0.8671730128
1416	0.8671419284
1417	0.8671127754
1418	0.8670671202
1419	0.867032275
1420	0.8670020174
1421	0.8669788454
1422	0.866956389
1423	0.8669047758
1424	0.8668185501
1425	0.8667061557
1426	0.8666300634
1427	0.8666094257
1428	0.8665750807
1429	0.8665311636
1430	0.8665216617
1431	0.8664994649
1432	0.8664631392
1433	0.866435816
1434	0.8664093486
1435	0.8663608087
1436	0.866286835
1437	0.8662281668
1438	0.866210018
1439	0.8661906317
1440	0.8661215359
1441	0.8660752397
1442	0.866048873
1443	0.8660201762
1444	0.8659939069
1445	0.8659807914
1446	0.8658758142
1447	0.8658496408
1448	0.8657959106
1449	0.8656568401
1450	0.8656351697
1451	0.8655786606
1452	0.865541189
1453	0.8655139547
1454	0.8654958901
1455	0.8654634622
1456	0.8654313264
1457	0.8653666496
1458	0.8653321414
1459	0.86530052
1460	0.8652315843
1461	0.8652067505
1462	0.8651797124
1463	0.8651554226
1464	0.8649921836
1465	0.8649578567
1466	0.8649239834
1467	0.8648979897
1468	0.8648478182
1469	0.8648292324
1470	0.8648118612
1471	0.8647340947
1472	0.8647108546
1473	0.8647005197
1474	0.8646700523
1475	0.8646378901
1476	0.8646131067
1477	0.8645955142
1478	0.8645544015
1479	0.8645385914
1480	0.8645160551
1481	0.8644693914
1482	0.8644452718
1483	0.864382694
1484	0.8643440033
1485	0.864318026
1486	0.8642766783
1487	0.8641600291
1488	0.8641421494
1489	0.864101246
1490	0.8640019136
1491	0.8639648219
1492	0.8639377688
1493	0.8638847031
1494	0.8638587988
1495	0.8638351066
1496	0.8637835663
1497	0.8636686852
1498	0.8636281896
1499	0.8636114774
1500	0.8635830418
1501	0.863474635
1502	0.8633635221
1503	0.8633352632
1504	0.8632482236
1505	0.8632339967
1506	0.8631730305
1507	0.8630402381
1508	0.8630141135
1509	0.8629488235
1510	0.8629346765
1511	0.8629057132
1512	0.8628676898
1513	0.8627778882
1514	0.8627525345
1515	0.8626691252
1516	0.8625956398
1517	0.8624985636
1518	0.8623884886
1519	0.8623198807
1520	0.8622732714
1521	0.8622448051
1522	0.8622323283
1523	0.8620994602
1524	0.8620909965
1525	0.8620759256
1526	0.862053621
1527	0.8620235421
1528	0.8620029991
1529	0.8619711432
1530	0.8619211995
1531	0.8618508227
1532	0.8618217986
1533	0.8617761765
1534	0.8617433344
1535	0.8617303269
1536	0.8617111314
1537	0.8615716767
1538	0.8614389682
